query_id	doc_id	relevance
LAM-001010	032_1173	1
LAM-001011	032_1174	1
LAM-001012	032_1175	1
LAM-001013	032_1176	1
LAM-001014	032_1177	1
LAM-001015	032_1178	1
LAM-001016	032_1180	1
LAM-001017	032_1181	1
LAM-001018	032_1182	1
LAM-001019	032_1184	1
LAM-001020	032_1185	1
LAM-001021	032_1186	1
LAM-001022	032_1188	1
LAM-001023	032_1189	1
LAM-001024	032_1190	1
LAM-001025	032_1192	1
LAM-001026	032_1193	1
LAM-001027	032_1196	1
LAM-001028	032_1197	1
LAM-001029	032_1198	1
LAM-001030	032_1199	1
LAM-001031	032_1200	1
LAM-001032	032_1201	1
LAM-001033	032_1202	1
LAM-001034	032_1209	1
LAM-001035	032_1210	1
LAM-001036	032_1213	1
LAM-001037	032_1217	1
LAM-001038	032_1218	1
LAM-001039	032_1221	1
LAM-001040	032_1222	1
LAM-001041	032_1224	1
LAM-001042	032_1226	1
LAM-001043	032_1227	1
LAM-001044	032_1228	1
LAM-001045	032_1229	1
LAM-001046	032_1232	1
LAM-001047	032_1233	1
LAM-001048	032_1234	1
LAM-001049	032_1235	1
LAM-001050	032_1236	1
LAM-001051	032_1237	1
LAM-001052	032_1238	1
LAM-001053	032_1239	1
LAM-001054	032_1240	1
LAM-001055	032_1241	1
LAM-001056	032_1242	1
LAM-001057	032_1243	1
LAM-001058	032_1244	1
LAM-001059	032_1245	1
LAM-001060	032_1246	1
LAM-001061	032_1247	1
LAM-001062	032_1248	1
LAM-001063	032_1249	1
LAM-001064	032_1250	1
LAM-001065	032_1251	1
LAM-001066	032_1252	1
LAM-001067	032_1253	1
LAM-001068	032_1255	1
LAM-001069	032_1256	1
LAM-001070	032_1257	1
LAM-001071	032_1258	1
LAM-001072	032_1259	1
LAM-001073	032_1261	1
LAM-001074	032_1262	1
LAM-001075	032_1263	1
LAM-001076	032_1264	1
LAM-001077	032_1265	1
LAM-001078	032_1267	1
LAM-001079	032_1269	1
LAM-001080	035_1322	1
LAM-001081	035_1323	1
LAM-001082	035_1324	1
LAM-001083	035_1325	1
LAM-001084	035_1326	1
LAM-001085	035_1327	1
LAM-001086	035_1328	1
LAM-001087	035_1329	1
LAM-001088	035_1330	1
LAM-001089	035_1331	1
LAM-001090	035_1332	1
LAM-001091	092_4376	1
LAM-001092	092_4377	1
LAM-001093	092_4378	1
LAM-001094	059_2449	1
LAM-001095	059_2450	1
LAM-001096	050_2366	1
LAM-001097	050_2368	1
LAM-001098	057_2429	1
LAM-001099	034_1301	1
LAM-001100	034_1302	1
LAM-001101	034_1303	1
LAM-001102	034_1304	1
LAM-001103	034_1305	1
LAM-001104	034_1306	1
LAM-001105	034_1307	1
LAM-001106	034_1308	1
LAM-001107	034_1309	1
LAM-001108	034_1310	1
LAM-001109	034_1311	1
LAM-001110	034_1312	1
LAM-001111	034_1313	1
LAM-001112	034_1314	1
LAM-001113	034_1315	1
LAM-001114	034_1316	1
LAM-001115	034_1317	1
LAM-001116	034_1318	1
LAM-001117	034_1319	1
LAM-001118	034_1320	1
LAM-001119	033_1275	1
LAM-001120	033_1276	1
LAM-001121	033_1277	1
LAM-001122	033_1278	1
LAM-001123	033_1279	1
LAM-001124	033_1280	1
LAM-001125	033_1281	1
LAM-001126	033_1282	1
LAM-001127	033_1283	1
LAM-001128	033_1284	1
LAM-001129	033_1285	1
LAM-001130	033_1286	1
LAM-001131	033_1287	1
LAM-001132	033_1288	1
LAM-001133	033_1289	1
LAM-001134	033_1290	1
LAM-001135	033_1291	1
LAM-001136	033_1292	1
LAM-001137	033_1293	1
LAM-001138	033_1294	1
LAM-001139	033_1295	1
LAM-001140	033_1296	1
LAM-001141	033_1297	1
LAM-001142	033_1298	1
LAM-001143	005_260	1
LAM-001144	005_263	1
LAM-001145	005_264	1
LAM-001146	005_265	1
LAM-001147	005_267	1
LAM-001148	005_268	1
LAM-001149	005_271	1
LAM-001150	005_272	1
LAM-001151	005_276	1
LAM-001152	005_279	1
LAM-001153	002_02	1
LAM-001154	002_04	1
LAM-001155	002_05	1
LAM-001156	002_06	1
LAM-001157	002_07	1
LAM-001158	056_2421	1
LAM-001159	051_2373	1
LAM-001160	051_2374	1
LAM-001161	093_4386	1
LAM-001162	093_4388	1
LAM-001163	058_2441	1
LAM-001164	094_4398	1
LAM-001165	094_4400	1
LAM-001166	094_4401	1
LAM-001167	094_4402	1
LAM-001168	094_4403	1
LAM-001169	094_4404	1
LAM-001170	094_4405	1
